id,rut_unidad,nombre_unidad,calle_unidad,numero_unidad,comuna_unidad,region_unidad,CodigoExterno,codunspsc,nomunspsc
1001,69.110.300-5,DEPTO. ADM. Y FINANZAS,"PLAZA DE ARMAS S/Nº, CUREPTO",CONSTRUCCIÓN SSHH SEDE SOCIAL CAPILLA DE RAPILERMO Y SEDE SOCIAL HORNILLOS ALTO COMUNA DE CUREPTO,Curepto,Región del Maule ,4314-57-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1002,69.110.300-5,DEPTO. ADM. Y FINANZAS,Plaza de Armas s/n ,COMPRA DE MATERIALES PARA APR QUEBRADA DE REYES,Curepto,Región del Maule ,4314-63-LE22,31231300,"Artículos de fabricación y producción / Materia prima en planchas, barras o tubos / Tubos y cañerías"
1003,69.230.500-0,Secretaria de Planificación Comunal,PEDRO MONTT  254,REPOSICIÓN POSTA SALUD RURAL CUCAO CHONCHI,Chonchi,Región de los Lagos ,4318-5-I222,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1004,69.140.600-8,I.Municipalidad de Ñiquen,Estado 188,Convenio suministro  compra de electrodomésticos,Ñiquén,Región del Ñuble,4328-15-LE22,40101800,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control de temperatura y ventilación / Piezas y accesorios para equipos de calefacción"
1005,69.140.600-8,I.Municipalidad de Ñiquen,Estado 188,CONSTRUCCIÓN SOLUCIONES INDIVIDUALES DE AGUA POTABLE RURAL SECTOR LLAHUIMAVIDA.,Ñiquén,Región del Ñuble,4328-6-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1006,69.180.400-3,Consultorio - Farmacia,Cornelio Olsen N° 398,Seguro cobertura completa Cesfam Renaico 2022,Renaico,Región de la Araucanía ,4337-36-L122,84131600,"Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros de vida, salud y accidentes"
1007,69.170.700-8,Daf,Freire 614,Herramientas y equipos uso Dirección de Construcciones,Nacimiento,Región del Biobío ,4351-33-LE22,27112000,Herramientas y maquinaria en general / Herramientas manuales / Herramientas de jardinería
1008,69.141.400-0,ADQUISICIONES Y FINANZAS,18 De Septiembre 250,CONTRATACION SERVICIO MARTILLERO PUBLICO QUILLON,Quillón,Región del Ñuble,4352-17-LE22,80141700,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Distribución"
1009,69.170.701-6,Daem,SANTA MARGARITA Nº 695 - NACIMIENTO,CUENTAS DE CORREOS Y HOSTINGS PREMIUM DEDICADO,Nacimiento,Región del Biobío ,4358-18-LE22,43231500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión"
1010,69.141.400-0,Secplan,18 De Septiembre 250,ADQUISICIÓN CAMIÓN ALJIBE COMUNA DE QUILLÓN,Quillón,Región del Ñuble,4366-28-LP22,25101600,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para transporte de carga
1011,69.120.400-6,Secpla,Antonio Varas S/N,CONSTRUC. CANCHA PASTO SINTETICO LAS ARAUCARIAS,Cauquenes,Región del Maule ,4372-43-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1012,61.602.189-3,Abastecimiento General,San Martín 1436 Concepcion,Mantenimiento preventivo y correctivo para angiógrafo y equipos periféricos asociados,Santiago,Región del Biobío ,4375-125-LQ22,73152100,Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación
1013,61.602.189-3,Abastecimiento General,San Martin 1436,CURSO DE SUPERVICION Y MEJORA DE PROCESOS,Concepción,Región del Biobío ,4375-138-LE22,80111500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos"
1014,61.602.189-3,Abastecimiento General,San Martin 1436 Bodegas de Abastecimiento General,Convenio Suministro Formulas Enteral,Concepción,Región del Biobío ,4375-14-LR22,42231800,Equipamiento y suministros médicos / Nutrición clínica / Fórmulas y productos para apoyo nutritivo
1015,61.602.189-3,Abastecimiento General,San Martín 1436 Concepcion,CONVENIO SUMINISTRO DE FRAZADAS,Santiago,Región del Biobío ,4375-183-LE22,52121500,"Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Ropa de cama"
1016,69.151.102-2,Departamento de Salud,Baquedano 95,Muebles Gaveteros para Farmacia,San Rosendo,Región del Biobío ,4378-17-LE22,56111700,"Muebles y mobiliario / Muebles comerciales e industriales / Muebles, escritorios y sistemas no modulares"
1017,69.110.200-9,DEPARTAMENTO DE EDUCACION,"Sector Santa Julia, Villa Padre Hurtado, Sant Ana, Sagrada Familia",Adquisicion de Notebook Escuela Santa Emilia,Sagrada Familia,Región del Maule ,439-46-L122,43211500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores"
1018,69.110.500-8,DEPARTAMENTO EDUCACION MUNICIPALIDAD DE SAN CLEMENTE,,LICITACIÓN ADQUISICIÓN DE MAQUINARIA Y EQUIPO PARA ESCUELA DE LA COMUNA SAN CLEMENTE SC 529 ,,Región del Maule ,4404-41-LE22,27112800,Herramientas y maquinaria en general / Herramientas manuales / Accesorios para herramientas
1019,69.110.500-8,DEPARTAMENTO EDUCACION MUNICIPALIDAD DE SAN CLEMENTE,,Contratación de servicio de telefonía celular para el Departamento de Educación de la Comuna de San Clemente SC 544 DAEM,,Región del Maule ,4404-46-LE22,83111600,Servicios básicos y de información pública / Telecomunicaciones / Comunicaciones móviles
1020,69.180.800-9,Salud,CARLOS CONDELL S/N,RETIRO DE RESIDUOS CONTAMINADOS Y PELIGROSOS PARA EL CESFAM LUMACO,Lumaco,Región de la Araucanía ,4407-34-LE22,76121500,Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Recolección y eliminación de desechos
1021,69.160.100-5,Finanzas  Municipalidad de Arauco,MUNICIPALIDAD OF. FINANZAS-,"Equipamientos Computacionales, uso Programa Quiero mi Barrio Tubul, DIDECO",Arauco,Región del Biobío ,4414-74-L122,43211500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores"
1022,60.905.000-4,SUBDIRECCIÓN BIBLIOTECA NACIONAL,Alameda N° 651,MANTENCIÓN DE JARDINES Y ÁREAS VERDES,Santiago Centro,Región Metropolitana de Santiago,4447-9-LE22,70111700,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Horticultura / Parques, jardines y huertos"
1023,69.150.600-2,ADMINISTRACION Y FINANZAS - DEPTO ADQUISICIONES,PASAJE PABLO NERUDA N°98 VILLAS LOS POETAS ,MANO DE OBRA VENDIDA- PROGRAMA SOCIAL -DIDECO,Hualqui,Región del Biobío ,4454-47-LE22,72131500,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción residencial
1024,69.091.200-7,Departamento de Proyectos,Angel Gaete 365,CONSTRUCCION MURO Y ESCALERA ACCESO HACIA PLAYA LAS TERRAZAS COMUNA DE PICHILEMU,Pichilemu,Región del Libertador General Bernardo O´Higgins,4459-24-LP22,72101700,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Trabajo en hormigón"
1025,69.160.100-5,Ilustre Municipalidad de Arauco - Salud,Esmeralda # 410,Ecografías Transvaginales DAS Arauco 2022,Arauco,Región del Biobío ,4462-28-L122,85121600,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Especialidades médicas"
1026,61.606.903-9,Servicios Generales,Chacabuco 121,CONVENIO SUMINISTRO DE GASES MEDICINALES,Curicó,Región del Maule ,4464-27-LE22,72102300,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado"
1027,69.100.200-4,Municipalidad,Ignacio Carrera Pinto 1213,GESTIÓN DE PUNTOS VERDES,Romeral,Región del Maule ,4473-25-L122,76121800,Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Tratamiento de residuos líquidos
1028,69.030.400-7,Secretaria Comunal de Planificación,Avda. Miguel Lemeur 544,PRIMERA INSTALACION DE CAMARAS DE TELEVIGILANCIA PARA EL SECTOR URBANO DE TIERRA AMARILLA,Tierra Amarilla,Región de Atacama ,4483-38-LP22,46171600,"Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad, vigilancia y detección / Equipo de vigilancia y detección"
1029,69.170.801-2,Departamento De Educacion,avenida del mar,SEGUROS PARA BIENES MUEBLES E INMUEBLES DAEM NEGRETE,La Serena,Región del Biobío ,4487-36-L122,84131500,"Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros para estructuras, propiedades y bienes"
1030,69.150.502-2,Departamento de Salud,Maipu 255,CONTRATO DE SUMINISTRO DE PRÓTESIS DENTALES PROGRAMAS DEL CESFAM,Penco,Región del Biobío ,4493-33-LE22,42295500,"Equipamiento y suministros médicos / Productos quirúrgicos / Implantes quirúrgicos, ensanchadores, extensores, alambres quirúrgicos y productos relacionados"
1031,69.150.502-2,Departamento de Salud,Maipu # 255,ADQUISICIÓN DE IMPRESORAS TERMICAS PARA CESFAM PENCO,Penco,Región del Biobío ,4493-35-LE22,43212100,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras"
1032,69.150.500-6,Municipalidad,O'Higgins # 500,ADQUISICIÓN DE CUATRO OFICINAS MODULARES,Penco,Región del Biobío ,4494-39-LE22,30201800,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones prefabricadas para emergencias"
1033,69.250.600-6,Administración y Finanzas,Luis Lamas N° 226,REPARACION DE 9 VIVIENDAS PROGRAMA HABITABILIDAD ,Trehuaco,Región del Ñuble,4519-12-CO22,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
1034,61.531.000-K,Servicio Nacional de Capacitación y Empleo,,EVALUACIÓN DE IMPLEMENTACIÓN INICIATIVA TALENTO DIGITAL  AÑO 2021,,Región Metropolitana de Santiago,45-29-LE22,80101500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Consultorías o asesorías en gestión empresarial / Servicios de consultoría en gestión de empresas"
1035,69.060.700-k,UNIDAD TECNICA,Av. Normandie N° 1916,CONSTRUCCIÓN PRIMERA ETAPA PAVIMENTACIÓN FERIA DE ACTIVIDADES PRODUCTIVAS LONCURA QUINTERO,Quintero,Región de Valparaíso ,4547-13-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1036,69.060.700-k,UNIDAD NORMAL,Errázuriz S/N,TRANSITO - COMPUTADORES,Retiro,Región del Maule ,4548-47-L122,43211500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores"
1037,69.050.400-6,SALUD_ZAPALLAR,,Servicio de Mamografias para usuarios de los CESFAM de Zapallar,,Región de Valparaíso ,4555-16-LE22,85121800,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Laboratorios clínicos"
1038,69.240.400-9,Secplac,BERNARDO O´HIGGINS Nº   333,Adquisición Tierra de Hoja,Chile Chico,Región Aysén del General Carlos Ibáñez del Campo,4610-29-E222,11111500,"Productos derivados de minerales, plantas y animales / Tierra y piedra / Tierra y suelo"
1039,61.502.000-1,Nivel Central Santiago,URMENETA 509 PISO 3 PUERTO MONTT,CURSOS PARA FUNCIONARIOS DTI,Puerto Montt,Región Metropolitana de Santiago,4629-36-LE22,86111500,"Educación, formación, entrenamiento y capacitación / Sistemas educativos complementarios / Aprendizaje a distancia"
1040,69.030.200-4,Secpla,"Calle Miraflores N°745,Población Pedro León Gallo",Rep.Est.Paipote Plaza Estaciones de Rahue L23-22,Copiapó,Región de Atacama ,4631-24-LR22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
1041,60.514.000-9,Fondos Hospitales,,Contratación del servicio de mantención preventiva y correctiva para equipamiento médico marca Leica de cargo del Servicio de Anatomía Patológica del Hospital de Carabineros por un periodo de 24 meses.,,Región Metropolitana de Santiago,4642-43-LE22,73152100,Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación
1042,60.514.000-9,Fondos Hospitales,Valencia Nro. 2430,PROVISION E INSTALACION DE EQUIPAMIENTO MEDICO,Ñuñoa,Región Metropolitana de Santiago,4642-50-LQ22,42181700,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados
1043,60.514.000-9,Fondos Hospitales,Valencia Nro. 2430,C.S. INSUMOS MEDICOS EMPLEADOS EN ESTERILIZACIÓN,Ñuñoa,Región Metropolitana de Santiago,4642-51-LQ22,42281700,Equipamiento y suministros médicos / Productos para la esterilización médica / Soluciones y equipo de limpieza pre-esterilización
1044,60.514.000-9,Fondos Hospitales,Valencia Nro. 2430,SUMINISTRO DE MEDICAMENTOS DE USO EN MEDICINA PARA EL HOSPITAL DE CARABINEROS POR UN PERIODO DE 24 MESES,Ñuñoa,Región Metropolitana de Santiago,4642-54-LE22,51141900,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Tranquilizantes y fármacos ansiolíticos y antimaníacos
1045,69.073.000-6,SALUD,Av. Libertadores Nº277,ARRIENDO DE MOVIL ORD.564,El Monte,Región Metropolitana de Santiago,4704-25-L122,20102300,Maquinaria para minería y perforación / Maquinaria para minería / Vehículos subterráneos para minería
1046,60.719.000-3,Subsecretaria de Pesca 2,Bellavista 168,FIPA 2022-15 DISEÑO PARA LA GESTIÓN DE LA INFORMACIÓN REGISTRADA POR LOS DISPOSITIVOS DE REGISTRO DE IMÁGENES Y LOS DATOS DE LAS BITÁCORAS ELECTRÓNICAS DE PESCA COMO HERRAMIENTAS PARA EL MONITOREO Y DIAGNÓSTICO CON FINES CIENTÍFICOS DE LAS CAPTURAS EL ,Valparaíso,Región de Valparaíso ,4728-11-LP22,70101800,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Industria pesquera y acuicultura / Recursos pesqueros"
1047,60.719.000-3,Subsecretaria de Pesca 2,Bellavista 168,FIPA 2022-26,Valparaíso,Región de Valparaíso ,4728-16-LP22,70101800,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Industria pesquera y acuicultura / Recursos pesqueros"
1048,69.080.400-K,Secpla,"O""higgins 376",Contrato de Mantención Reparación y Suministro de Repuestos para Vehículos Municipales. ,Codegua,Región del Libertador General Bernardo O´Higgins,4732-24-LE22,78180100,"Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos"
1049,69.080.400-K,Secpla,"O""higgins 376",Mantención de Alumbrado Público y Otros Servicios Eléctricos.,Codegua,Región del Libertador General Bernardo O´Higgins,4732-29-LP22,76111500,Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general
1050,61.108.000-k,U. ADQUISICIONES  CENTRO SALUD Y REHABILITACION,,SUMINISTRO DE GAS GLP Y COMODATO DE ESTANQUES PARA LOS CENTROS DE REHABILITACIÓN CAPREDENA LA FLORIDA Y LIMACHE,,Región Metropolitana de Santiago,4776-16-LQ22,83101600,Servicios básicos y de información pública / Servicios básicos / Servicios públicos de suministro de petróleo y gas
1051,69.200.800-6,Dirección de Adm. y Finanzas,Bodega Camilo Henriquez S/N,100 CAJAS DE MERCADERIA PARA AYUDA SOCIAL,La Unión,Región de Los Ríos,4777-55-L122,93131600,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición"
1052,70.885.500-6,BIBLIOTECA CENTRAL UTALCA,"Santa Elena 2222, Universidad de Talca, Bilbioteca",libros ing civil minas y otros,San Joaquín,Región Metropolitana de Santiago,4825-25-L122,55101500,Productos impresos y publicaciones / Medios impresos / Publicaciones impresas
1053,69.073.700-0,Departamento Educación,Av. Las Cruces Norte Nº 401,Servicio de Vigilancia Educación El Tabo,El Tabo,Región de Valparaíso ,4844-4-LQ22,92101500,"Servicios de defensa nacional, orden público y seguridad / Orden público y seguridad / Servicios de seguridad y policiales"
1054,69.160.700-3,Salud,Atahualpa N°220,Servicio de Impresión para el Departamento salud,Tirúa,Región del Biobío ,4856-50-L122,82121500,"Servicios editoriales, de diseño, publicidad, gráficos y artistas / Servicios de impresión y reproducción / Impresión"
1055,69.160.700-3,Finanzas,"Avenida Costanera 080, Tirua",OBRA VENDIDA,Tirúa,Región del Biobío ,4858-73-LE22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
1056,61.978.790-0,Consejo Regional de la Cultura y las ArtesCoquimbo,"Regidor Muñoz N° 362, Comuna de La Serena",SERVICIOS DE SISTEMATIZACION Y ACOMPAÑAMIENTO PNDA,La Serena,Región de Coquimbo ,4882-13-LE22,93141800,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Desarrollo social, demográfico y comunitario / Empleo"
1057,61.972.500-k,Consejo Regional de la Cultura y las Artes de Magallanes,Pedro Montt 809,SERVICIO DE PRODUCCIÓN INTEGRAL,Punta Arenas,Región de Magallanes y de la Antártica,4890-17-LE22,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing"
1058,69.100.200-4,Direccion de Obras Municipales,IGNACIO CARRERA PINTO 1213,MEJORAMIENTO ILUMINACIÓN ESTADIO MUNICIPAL Y OBRAS DIVERSAS COMUNA DE ROMERAL,Romeral,Región del Maule ,4920-12-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1059,69.061.400-6,ADMINISTRACION DE VEHICULOS,CONSTITUCION Nº 111,"ADQUISICION DE REPUESTOS, PARA CAMIONETA JGWG-43",Casablanca,Región de Valparaíso ,4937-13-L122,26112000,"Maquinaria para generación y distribución de energía / Transmisión de energía eléctrica, mecánica y cinética / Piezas y accesorios para motores"
1060,61.606.307-3,Insumos Hospital de Copiapó,LOS CARRERA 1320,CS en Reactivos para Biología Molecular Múltiple,Copiapó,Región de Atacama ,494-9-LR22,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas"
1061,69.071.200-8,SECPLAN,BLANCO ENCALADA 1335,ADQ. DE EQUIPOS COMPUTACIONALES PARA DIR. DE DOM,Renca,Región Metropolitana de Santiago,4956-20-LE22,43211500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores"
1062,69.250.600-6,SECPLAN,GONZALO URREJOLA 460,APR MINAS DE LEUQUE TREHUACO,Trehuaco,Región del Ñuble,4963-2-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1063,61.606.604-8,ABASTECIMIENTO ECONOMATO,SAN MARTÍN 1270 - QUILPUÉ,SEGUNDO LLAMADO SERVICIOS HOSPITALIZACIÓN PSIQUIÁTRICO DIURNO ÁREA MARGA MARGA,Quilpué,Región de Valparaíso ,4968-35-LQ22,85101500,"Salud, servicios sanitarios y alimentación / Servicios para el cuidado de la salud de las personas / Ambulatorios"
1064,69.265.000-k,Secplan,PEREZ Nº 449 CHOLCHOL,2° Llamado Adquisición de terreno para reposición consultorio general rural CholChol y adecuación a CESFAM CholChol,Chol Chol,Región de la Araucanía ,4993-45-LR22,80131600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios inmobiliarios / Venta de propiedades o edificios"
1065,69.265.000-k,Secplan,PEREZ Nº 449 CHOLCHOL,SERVICIO DE TELEFONÍA E INTERNET PARA LA MUNICIPALIDAD  DE CHOLCHOL,Osorno,Región de la Araucanía ,4993-52-LP22,83111600,Servicios básicos y de información pública / Telecomunicaciones / Comunicaciones móviles
1066,61.974.000-9,Centro Médico Militar Cordillera,Puente Buin Nº 9036 (Villa Militar Este),SERVICIO DE ASEO CMM CORDILLERA,Peñalolén,Región Metropolitana de Santiago,5014-1-LE22,76111500,Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general
1067,69.141.400-0,DIDECO,18 de septiembre nº 250,"Servicio de transporte para traslado de deportistas, Quillón",Quillón,Región del Ñuble,5040-14-L122,81141600,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Metodologías y tecnologías para mejorar la producción y la fabricación / Gestión de cadena de suministro o abastecimiento"
1068,61.202.000-0,Dirección de Vialidad - Nivel Central - Licitación de Obras,Morandé 59 piso 2 oficina 217,EI REPOSICIÓN PTE RAPEL RUTA G-80-I,Santiago Centro,Región de Valparaíso ,5048-13-O122,102000000,Consultoria / Consultoria / Planificación y Factibilidad
1069,61.202.000-0,Dirección de Vialidad - Nivel Central - Licitación de Obras,Morandé 59 piso 2 oficina 217,Est Const. Puente Raúl Marin Balmaceda Reg. Aysén,Santiago Centro,Región Aysén del General Carlos Ibáñez del Campo,5048-7-O122,102000000,Consultoria / Consultoria / Planificación y Factibilidad
1070,61.606.901-2,Generales,1 Norte Nº 1990,Convenio de insumos para laboratorio ortoprotesico y otras áreas,Talca,Región del Maule ,5052-12-LE22,42192100,Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Asientos y taburetes clínicos y productos relacionados
1071,61.606.901-2,Operaciones,1 Norte Nº 1990,Convenio de servicios de vigilancia,Talca,Región del Maule ,5053-50-LR22,92101500,"Servicios de defensa nacional, orden público y seguridad / Orden público y seguridad / Servicios de seguridad y policiales"
1072,61.606.901-2,Servicios,1 Norte Nº 1990,REEMPLAZO TURNOS MÉDICOS DE HEMATOLOGIA-ONCOLOGIA,Talca,Región del Maule ,5056-34-LE22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
1073,60.911.000-7,Universidad de Santiago de Chile,,Adquisicion de 200 Vallas Papales para la Unidad de Gestion del Campus de la U. de Santiago de Chile,,Región Metropolitana de Santiago,5067-148-LE22,46161500,"Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y control público / Control de tráfico"
1074,61.979.210-6,Servicio de Salud Chiloé,Libertador Bernardo O'Higgins 504,ADQUISICION DE CANASTAS DE ALIMENTOS Y COLACIONES TBC,Castro,Región de los Lagos ,507428-49-L122,23153000,"Maquinaria para fabricación y transformación industrial / Maquinaria y suministros de procesos industriales / Dispositivos de guía, posicionamiento y sujeción"
1075,69.180.400-3,Centro Cultural,Arturo Prat N° 407 Renaico,MANTENCIÓN CORRECTIVA SISTEMA DE CALEFACCIÓN OBSERVATORIO REGIONAL,Renaico,Región de la Araucanía ,513776-11-L122,40101800,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control de temperatura y ventilación / Piezas y accesorios para equipos de calefacción"
1076,69.190.100-9,Educacion,MANUEL RODRIGUEZ N° 850 ,Conservación sistema eléctrico Liceo Ema Espinoza  ,Lautaro,Región de la Araucanía ,514848-26-LQ22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
1077,60.910.000-1,Hospital Clínico Univ. de Chile-Insumos Generales,"Avenida La Paz 1000, entrada Urgencias; Bodega Insumos Generales",SERVICIOS DE ESTERILIZACIÓN DE EMERGENCIA,Santiago,Región Metropolitana de Santiago,5153-15-LQ22,76101500,Servicios de limpieza industrial / Servicios de descontaminación / Desinfección
1078,60.910.000-1,Hospital Clínico Univ. de Chile-Insumos Generales,"Avenida La Paz 1000, entrada Urgencias; Bodega Insumos Generales",Serv. de Conectividad y Enlace de Datos,Santiago,Región Metropolitana de Santiago,5153-19-LR22,81111500,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios informáticos / Ingeniería en computación e informática"
1079,71.309.800-0,CODEDUC,Avenida Pajaritos 2756,Sol. 42892-Servicios de Mantención Recarga y Adquisición de Extintores para Establecimientos Educacionales Jardines Infantiles Módulo Dental y Casa Central.,Maipú,Región Metropolitana de Santiago,515568-23-LE22,46191600,"Equipos y suministros de defensa, orden público, protección y seguridad / Protección contra incendios / Equipos para combatir incendios"
1080,61.606.917-9,CONTRATOS-SUMINISTRO,Brasil Nº 753,HOOK LAPAROSCOPIA Y OTROS PARA PABELLÓN,Maule,Región del Maule ,5184-71-LQ22,42295100,"Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados"
1081,60.921.000-1,17 Organismo Central- Dirección de Infraestructura,"CALLE BLANCO 1829, SEGUNDO PISO, VALPARAISO",PLAN DE HERMOSEAMIENTO EDIFICIO SEDE SANTIAGO,Valparaíso,Región de Valparaíso ,5193-2-B222,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
1082,61.004.108-6,Bienestar Social y Calidad de Vida,VICUÑA MACKENA N°525,DIRREG DE LOS LAGOS REQUIERE LA ADQUISICION E INSTALACION DE MESA DE POOL PARA EL COMPLEJO PENITENCIARIO PUERTO MONTT,Lautaro,Región de la Araucanía ,5194-49-L122,49181500,"Equipos, suministros y accesorios deportivos y recreativos / Juegos y equipos de tiro y mesa / Equipos y juegos de mesa"
1083,61.978.670-K,IIª Brigada Aérea,Piloto Alcayaga N°1749 Base Aérea de Quintero,GBA001 ENVASES ALUMINIO C18 CON TAPA CARTÓN,Quintero,Región de Valparaíso ,5196-62-L122,52152000,"Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Platos, utensilios para servir y recipientes para almacenar"
1084,60.601.000-1,DICOMPRAS,Bombero Salas Nº 1345,BODEGA-PC 945-Sobres impresos y sin impresión-cpg,Santiago Centro,Región Metropolitana de Santiago,520149-32-LE22,44121500,"Equipos, accesorios y suministros de oficina / Suministros de oficina / Suministros de correo"
1085,69.072.400-6,Adquisiciones Salud,"Americo Vespucio #002, farmacia comunitaria",PANTALON Y CHAQUETA                   ,La Granja,Región Metropolitana de Santiago,5215-128-LE22,53102700,"Ropa, maletas y productos de aseo personal / Ropa / Uniformes"
1086,61.938.500-4,Direccion de Compras Publicas de Carabineros,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",SEGUROS GENERALES PARA CUARTELES POLICIALES,Santiago Centro,Región Metropolitana de Santiago,5240-91-LR22,84131500,"Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros para estructuras, propiedades y bienes"
1087,70.729.100-1,DEPARTAMENTO DE ABASTECIMIENTO,"Calle Dieciocho Nª178, Santiago",CONTRATACIÓN AGENCIA CREATIVA CAMPAÑA ADMISIÓN 202,Santiago,Región Metropolitana de Santiago,5251-47-LP22,80101500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Consultorías o asesorías en gestión empresarial / Servicios de consultoría en gestión de empresas"
1088,61.202.000-0,Dirección de Vialidad - VIII Región - Licitación de Obras,Arturo Prat Nº 501 5º Piso,CONSTRUCC PLAZA SAN ROQUE OV RUTA 156 tercer llam.,Concepción,Región del Biobío ,5268-24-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
1089,61.202.000-0,Dirección de Vialidad - XI Región - Licitación de Obras,"Riquelme 465, Piso 3º",CONSERV. ALCANT. BRIONES-EL BELGA ,Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,5283-4-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
